0,0
0.00010001,0.30161
0.00020002,0.30162
0.00030003,0.30164
0.00040004,0.30166
0.00050005,0.30168
0.00060006,0.3017
0.00070007,0.30172
0.00080008,0.30174
0.00090009,0.30176
0.0010001,0.30177
0.0011001,0.30179
0.0012001,0.30181
0.0013001,0.30183
0.0014001,0.30185
0.0015002,0.30187
0.0016002,0.30189
0.0017002,0.3019
0.0018002,0.30192
0.0019002,0.30194
0.0020002,0.30196
0.0021002,0.30198
0.0022002,0.302
0.0023002,0.30202
0.0024002,0.30204
0.0025003,0.30205
0.0026003,0.30207
0.0027003,0.30209
0.0028003,0.30211
0.0029003,0.30213
0.0030003,0.30215
0.0031003,0.30217
0.0032003,0.30218
0.0033003,0.3022
0.0034003,0.30222
0.0035004,0.30224
0.0036004,0.30226
0.0037004,0.30228
0.0038004,0.3023
0.0039004,0.30231
0.0040004,0.30233
0.0041004,0.30235
0.0042004,0.30237
0.0043004,0.30239
0.0044004,0.30241
0.0045005,0.30243
0.0046005,0.30244
0.0047005,0.30246
0.0048005,0.30248
0.0049005,0.3025
0.0050005,0.30252
0.0051005,0.30254
0.0052005,0.30256
0.0053005,0.30257
0.0054005,0.30259
0.0055006,0.30261
0.0056006,0.30263
0.0057006,0.30265
0.0058006,0.30267
0.0059006,0.30268
0.0060006,0.3027
0.0061006,0.30272
0.0062006,0.30274
0.0063006,0.30276
0.0064006,0.30278
0.0065007,0.3028
0.0066007,0.30281
0.0067007,0.30283
0.0068007,0.30285
0.0069007,0.30287
0.0070007,0.30289
0.0071007,0.30291
0.0072007,0.30292
0.0073007,0.30294
0.0074007,0.30296
0.0075008,0.30298
0.0076008,0.303
0.0077008,0.30302
0.0078008,0.30303
0.0079008,0.30305
0.0080008,0.30307
0.0081008,0.30309
0.0082008,0.30311
0.0083008,0.30313
0.0084008,0.30314
0.0085009,0.30316
0.0086009,0.30318
0.0087009,0.3032
0.0088009,0.30322
0.0089009,0.30324
0.0090009,0.30325
0.0091009,0.30327
0.0092009,0.30329
0.0093009,0.30331
0.0094009,0.30333
0.009501,0.30335
0.009601,0.30336
0.009701,0.30338
0.009801,0.3034
0.009901,0.30342
0.010001,0.30344
0.010101,0.30346
0.010201,0.30347
0.010301,0.30349
0.010401,0.30351
0.010501,0.30353
0.010601,0.30355
0.010701,0.30357
0.010801,0.30358
0.010901,0.3036
0.011001,0.30362
0.011101,0.30364
0.011201,0.30366
0.011301,0.30367
0.011401,0.30369
0.011501,0.30371
0.011601,0.30373
0.011701,0.30375
0.011801,0.30377
0.011901,0.30378
0.012001,0.3038
0.012101,0.30382
0.012201,0.30384
0.012301,0.30386
0.012401,0.30387
0.012501,0.30389
0.012601,0.30391
0.012701,0.30393
0.012801,0.30395
0.012901,0.30397
0.013001,0.30398
0.013101,0.304
0.013201,0.30402
0.013301,0.30404
0.013401,0.30406
0.013501,0.30407
0.013601,0.30409
0.013701,0.30411
0.013801,0.30413
0.013901,0.30415
0.014001,0.30416
0.014101,0.30418
0.014201,0.3042
0.014301,0.30422
0.014401,0.30424
0.014501,0.30425
0.014601,0.30427
0.014701,0.30429
0.014801,0.30431
0.014901,0.30433
0.015002,0.30434
0.015102,0.30436
0.015202,0.30438
0.015302,0.3044
0.015402,0.30442
0.015502,0.30443
0.015602,0.30445
0.015702,0.30447
0.015802,0.30449
0.015902,0.30451
0.016002,0.30452
0.016102,0.30454
0.016202,0.30456
0.016302,0.30458
0.016402,0.3046
0.016502,0.30461
0.016602,0.30463
0.016702,0.30465
0.016802,0.30467
0.016902,0.30469
0.017002,0.3047
0.017102,0.30472
0.017202,0.30474
0.017302,0.30476
0.017402,0.30478
0.017502,0.30479
0.017602,0.30481
0.017702,0.30483
0.017802,0.30485
0.017902,0.30487
0.018002,0.30488
0.018102,0.3049
0.018202,0.30492
0.018302,0.30494
0.018402,0.30496
0.018502,0.30497
0.018602,0.30499
0.018702,0.30501
0.018802,0.30503
0.018902,0.30504
0.019002,0.30506
0.019102,0.30508
0.019202,0.3051
0.019302,0.30512
0.019402,0.30513
0.019502,0.30515
0.019602,0.30517
0.019702,0.30519
0.019802,0.30521
0.019902,0.30522
0.020002,0.30524
0.020102,0.30526
0.020202,0.30528
0.020302,0.30529
0.020402,0.30531
0.020502,0.30533
0.020602,0.30535
0.020702,0.30537
0.020802,0.30538
0.020902,0.3054
0.021002,0.30542
0.021102,0.30544
0.021202,0.30545
0.021302,0.30547
0.021402,0.30549
0.021502,0.30551
0.021602,0.30553
0.021702,0.30554
0.021802,0.30556
0.021902,0.30558
